#CLAVE,  CARR,  CAL1, CAL2, PUNTOS, ORD, EXT
FS105, CIV, 79, 90, 31, 82, 
FS105, IQU, 71, 65, 28, 69, 
FS202, CEL, 20, 33, 40, 56, 
FS108, CEL, 38, 38, 38, 61, 
FS104, MEL, 100, 79, 20, 74, 
FS105, CEL, 21, 45, 39, 60, 
FS105, CEL, 43, 65, 35, 67, 
FS105, CEL, 50, 35, 39, 64, 
FS107, CEL, 29, 40, 40, 61, 
FS105, CEL, 57, 75, 26, 66, 
FS107, CEL, 36, 53, 40, 67, 
FS101, CIV, 35, 60, 40, 68, 
FS109, CIV, 0, 86, 50, 93, 
FS105, QUI, 36, 80, 33, 68, 
FS105, COM, 79, 90, 40, 91, 
FS202, FIS, 60, 56, 0, 35, 71
FS102, CEL, 80, 25, 39, 70, 
FS102, IQU, 30, 33, 38, 57, 
FS109, CEL, 0, 57, 39, 68, 
FS105, COM, 64, 90, 39, 85, 
FS103, CIV, 79, 73, 37, 83, 
FS102, IND, 60, 25, 38, 64, 
FS105, COM, 71, 80, 40, 85, 
FS102, COM, 50, 25, 35, 60, 
FS202, CEL, 30, 11, 40, 52, 
FS103, MEL, 36, 33, 35, 56, 33
FS102, COM, 50, 0, 40, 55, 
FS104, MEL, 100, 93, 40, 98, 
FS107, CEL, 57, 80, 40, 81, 
FS105, CEL, 50, 75, 40, 78, 
FS202, CEL, 30, 33, 40, 60, 
FS105, CIV, 64, 40, 40, 71, 
FS108, CEL, 31, 0, 35, 44, 
FS102, IND, 60, 42, 39, 70, 
FS109, CIV, 0, 76, 48, 86, 
FS202, CEL, 40, 44, 35, 60, 
FS202, MEL, 20, 44, 40, 60, 
FS108, CEL, 38, 38, 0, 23, 
FS202, CEL, 30, 56, 0, 26, 
FS105, CIV, 64, 90, 40, 86, 
FS105, CEL, 50, 35, 40, 66, 
FS101, MAT, 25, 35, 22, 40, 36
FS103, MEL, 21, 27, 20, 34, 44
FS103, MEL, 36, 67, 40, 71, 
FS105, MEL, 71, 35, 40, 72, 
FS102, INF, 20, 0, 40, 46, 
FS202, CEL, 30, 22, 35, 51, 
FS108, CEL, 69, 69, 0, 41, 
FS107, CEL, 55, 27, 37, 62, 
FS104, MEL, 100, 100, 40, 100, 
FS104, CIV, 92, 86, 37, 90, 
FS109, TOP, 0, 48, 50, 74, 
FS101, TOP, 30, 40, 30, 51, 68
FS102, CEL, 30, 33, 40, 60, 
FS104, CIV, 85, 71, 31, 78, 
FS101, IND, 60, 60, 31, 67, 
FS104, MEL, 100, 79, 40, 94, 
FS103, CIV, 64, 60, 33, 70, 
FS103, MEL, 93, 33, 33, 71, 
FS109, QUI, 0, 52, 36, 62, 
FS102, IND, 70, 42, 40, 74, 
FS109, CIV, 0, 62, 13, 44, 
FS103, CIV, 93, 27, 20, 56, 
FS101, CIV, 45, 65, 15, 48, 
FS202, CEL, 50, 22, 40, 62, 
FS104, MEL, 54, 36, 12, 39, 
FS104, MEL, 100, 71, 39, 90, 
FS107, CEL, 79, 93, 40, 92, 
FS105, CEL, 71, 80, 40, 85, 
FS102, CEL, 50, 8, 40, 57, 57
FS102, IQU, 90, 58, 37, 81, 
FS102, TOP, 30, 25, 40, 56, 
FS109, CEL, 0, 52, 44, 70, 
FS102, COM, 80, 50, 40, 79, 
FS104, CIV, 100, 64, 40, 89, 
FS109, CEL, 0, 0, 10, 10, 
FS202, MEL, 20, 33, 40, 56, 51
FS101, CEL, 40, 45, 40, 66, 
FS109, CEL, 0, 43, 25, 46, 
FS101, CEL, 35, 20, 40, 56, 
FS104, CIV, 92, 57, 37, 82, 
FS105, COM, 43, 75, 40, 75, 
FS103, MEL, 43, 33, 40, 63, 
FS105, IQU, 57, 55, 20, 54, 78
FS104, CIV, 100, 71, 40, 91, 
FS105, COM, 71, 55, 36, 74, 
FS107, MEL, 79, 100, 39, 93, 
FS105, MEL, 86, 90, 40, 93, 
FS102, CEL, 60, 0, 40, 60, 
FS109, CIV, 0, 60, 15, 45, 
FS101, CIV, 35, 30, 40, 60, 
FS102, IND, 40, 17, 40, 57, 
FS202, CEL, 40, 44, 35, 60, 
FS102, COM, 60, 25, 40, 66, 
FS108, CEL, 54, 56, 29, 62, 
FS202, CEL, 50, 22, 40, 62, 
FS108, CEL, 31, 6, 36, 47, 
FS105, COM, 29, 25, 39, 55, 70
FS202, CEL, 50, 44, 40, 68, 
FS102, COM, 50, 0, 0, 15, 
FS102, IND, 90, 67, 40, 87, 
FS102, COM, 10, 17, 32, 40, 39
FS104, MEL, 75, 0, 0, 22, 
FS102, CEL, 70, 25, 35, 64, 
FS109, CEL, 0, 57, 8, 36, 
FS101, CEL, 35, 45, 40, 64, 
FS101, CEL, 35, 50, 37, 62, 
FS101, CIV, 30, 0, 20, 29, 
FS103, MEL, 0, 53, 37, 53, 
FS107, CEL, 79, 67, 40, 84, 
FS105, CEL, 57, 90, 40, 84, 
FS202, CEL, 20, 33, 35, 51, 32
FS108, CEL, 38, 88, 0, 38, 
FS103, MEL, 73, 40, 38, 72, 
FS102, QUI, 30, 17, 30, 44, 46
FS109, QUI, 0, 29, 80, 94, 
FS109, TOP, 0, 0, 11, 11, 
FS105, COM, 29, 0, 0, 9, 
FS102, IQU, 60, 0, 0, 18, 
FS104, MEL, 33, 21, 40, 56, 
FS102, IND, 50, 42, 40, 68, 
FS105, COM, 79, 85, 40, 89, 
FS105, IND, 50, 85, 35, 76, 
FS102, IQU, 70, 42, 40, 74, 
FS105, COM, 79, 65, 40, 83, 
FS102, IND, 50, 42, 40, 68, 
FS107, CEL, 43, 60, 40, 71, 
FS105, CEL, 7, 85, 37, 65, 
FS105, CIV, 50, 45, 40, 68, 
FS104, CIV, 83, 57, 40, 82, 
FS104, MEL, 100, 100, 40, 100, 
FS107, MEL, 79, 87, 40, 90, 
FS105, MEL, 57, 90, 40, 84, 
FS103, MEL, 29, 40, 35, 56, 42
FS104, MEL, 100, 93, 40, 98, 
FS105, FIS, 86, 70, 12, 60, 
FS105, CIV, 79, 80, 40, 88, 
FS109, QUI, 0, 52, 90, 100, 
FS102, QUI, 40, 25, 38, 60, 
FS202, CEL, 20, 22, 40, 53, 
FS107, CEL, 43, 40, 40, 65, 
FS202, MEL, 40, 56, 40, 69, 
FS107, MEL, 50, 80, 40, 79, 
FS104, MEL, 100, 93, 40, 98, 
FS102, IND, 60, 17, 37, 60, 
FS108, CEL, 77, 44, 0, 36, 
FS102, IND, 80, 25, 40, 72, 
FS102, IND, 70, 25, 40, 68, 
FS107, CEL, 45, 47, 31, 60, 
FS108, CEL, 31, 0, 11, 20, 
FS202, CEL, 10, 33, 35, 48, 30
FS202, MEL, 20, 0, 7, 13, 
FS105, CEL, 86, 60, 40, 84, 
FS101, CEL, 35, 25, 37, 55, 
FS107, MEL, 64, 80, 40, 83, 
FS105, MEL, 71, 80, 0, 45, 
FS202, MEL, 10, 67, 9, 32, 
FS202, MEL, 10, 44, 40, 56, 68
FS102, COM, 50, 25, 40, 62, 
FS102, IND, 70, 42, 40, 74, 
FS105, CEL, 64, 80, 40, 83, 
FS107, CEL, 43, 47, 40, 67, 
FS109, CIV, 0, 71, 45, 80, 
FS101, CIV, 35, 55, 40, 67, 
FS103, CIV, 86, 33, 33, 69, 
FS101, CIV, 5, 45, 40, 55, 
FS109, CIV, 0, 33, 21, 38, 
FS202, MEL, 40, 0, 20, 32, 
FS103, MEL, 79, 0, 11, 35, 
FS102, COM, 50, 33, 40, 65, 
FS107, MEL, 86, 93, 40, 94, 
FS108, CEL, 62, 63, 38, 76, 
FS101, MAT, 60, 50, 0, 33, 
FS104, MEL, 100, 50, 40, 85, 
FS105, CEL, 43, 55, 28, 57, 35
FS102, IND, 40, 25, 40, 60, 
FS105, IQU, 86, 85, 36, 87, 
FS105, COM, 71, 70, 40, 82, 
FS105, CEL, 64, 30, 0, 28, 
FS105, IND, 57, 65, 40, 77, 
FS102, CEL, 30, 17, 38, 52, 66
FS104, CIV, 75, 0, 0, 22, 
FS108, CEL, 31, 56, 38, 64, 
FS103, MEL, 43, 53, 40, 69, 
FS102, CEL, 70, 33, 40, 71, 
FS105, FIS, 36, 0, 0, 11, 
FS105, CIV, 29, 25, 0, 16, 
FS102, INF, 20, 8, 40, 48, 
FS105, IND, 79, 95, 40, 92, 
FS104, MEL, 92, 79, 40, 91, 
FS105, COM, 43, 35, 40, 63, 
FS104, CIV, 100, 79, 40, 94, 
FS103, MEL, 29, 0, 0, 9, 
FS104, MEL, 100, 79, 40, 94, 
FS104, CIV, 92, 86, 40, 93, 
FS104, MEL, 85, 93, 17, 70, 
FS102, IND, 60, 8, 40, 60, 
FS102, COM, 40, 0, 40, 52, 
FS202, CEL, 60, 33, 40, 68, 
FS108, CEL, 62, 56, 40, 75, 
FS107, CEL, 64, 87, 37, 82, 
FS105, CEL, 29, 90, 38, 74, 
FS102, CEL, 80, 42, 40, 77, 
FS105, IQU, 64, 0, 0, 19, 
FS109, FIS, 0, 57, 47, 76, 
FS102, FIS, 50, 8, 0, 17, 
FS105, MEL, 71, 85, 35, 82, 
FS105, MEL, 50, 0, 30, 45, 
FS107, MEL, 14, 0, 35, 39, 
FS102, COM, 20, 8, 39, 47, 
FS105, CIV, 57, 85, 30, 73, 
FS109, CEL, 0, 52, 35, 61, 
FS104, CIV, 75, 86, 40, 88, 
FS102, TOP, 10, 8, 40, 45, 
FS102, INF, 50, 17, 35, 55, 51
FS102, CEL, 40, 25, 40, 60, 
FS101, MAT, 65, 50, 40, 74, 
FS105, MEL, 64, 85, 26, 71, 
FS103, CIV, 100, 93, 40, 98, 
FS102, IQU, 70, 33, 40, 71, 
FS104, MEL, 92, 50, 40, 83, 
FS102, IQU, 60, 33, 40, 68, 
FS108, CEL, 69, 63, 40, 80, 
FS102, IND, 40, 33, 40, 62, 
FS102, IND, 60, 42, 40, 71, 
FS103, CIV, 71, 53, 32, 69, 
FS101, IND, 55, 0, 0, 16, 
FS104, CIV, 83, 71, 40, 86, 
FS105, CIV, 43, 70, 40, 74, 
FS202, MEL, 10, 33, 40, 53, 
FS104, CIV, 100, 64, 40, 89, 
FS102, CEL, 40, 25, 40, 60, 
FS101, CIV, 55, 70, 40, 78, 
FS103, CIV, 93, 33, 40, 78, 
FS109, CIV, 0, 75, 35, 72, 
FS105, COM, 29, 50, 40, 64, 
FS104, MEL, 100, 64, 38, 87, 
FS101, CIV, 50, 60, 40, 73, 
FS109, CIV, 0, 80, 45, 85, 
FS103, MEL, 50, 60, 30, 63, 
FS101, CIV, 30, 50, 40, 64, 
FS103, CIV, 21, 47, 25, 45, 53
FS102, CEL, 50, 8, 40, 57, 
FS102, FIS, 60, 0, 0, 18, 
FS105, IQU, 64, 80, 15, 60, 
FS101, CEL, 35, 60, 40, 68, 
FS108, CEL, 62, 44, 40, 72, 
FS103, MEL, 86, 27, 35, 69, 
FS105, CIV, 21, 0, 30, 36, 46
FS105, IND, 86, 90, 38, 91, 
FS105, IQU, 50, 0, 0, 15, 
FS105, COM, 0, 0, 10, 10, 
FS108, CEL, 15, 50, 0, 20, 36
FS202, CEL, 40, 33, 40, 62, 
FS104, CIV, 100, 100, 40, 100, 
FS105, MEL, 93, 95, 25, 81, 
FS107, MEL, 79, 73, 39, 85, 
FS105, CIV, 71, 75, 38, 82, 
FS105, IND, 36, 0, 20, 31, 
FS202, CEL, 30, 56, 40, 66, 
FS104, MEL, 77, 79, 40, 87, 
FS105, CEL, 86, 90, 40, 93, 
FS107, CEL, 70, 93, 40, 89, 
FS101, CEL, 60, 0, 40, 60, 
FS103, MEL, 71, 47, 30, 65, 
FS105, CEL, 36, 80, 40, 75, 
FS107, CEL, 29, 0, 0, 9, 
FS104, MEL, 75, 29, 40, 71, 
FS105, CIV, 29, 50, 0, 24, 
FS102, CEL, 40, 42, 40, 65, 
FS105, IND, 64, 35, 40, 70, 
FS102, CEL, 50, 17, 36, 56, 57
FS105, MEL, 50, 20, 40, 61, 
FS102, IQU, 40, 33, 39, 61, 
FS105, IND, 21, 35, 40, 57, 
FS102, QUI, 40, 8, 37, 51, 44
FS202, CEL, 0, 60, 40, 60, 
FS109, CEL, 0, 0, 11, 11, 
FS105, IND, 79, 70, 39, 84, 
FS105, QUI, 64, 35, 40, 70, 
FS102, IQU, 60, 42, 40, 71, 
FS202, CEL, 40, 33, 40, 62, 
FS102, QUI, 20, 33, 40, 56, 39
FS102, COM, 40, 33, 30, 52, 
FS103, CIV, 93, 67, 36, 84, 
FS105, COM, 29, 0, 0, 9, 
FS102, IND, 10, 33, 40, 53, 
FS102, CEL, 50, 0, 0, 15, 
FS107, MEL, 64, 93, 40, 87, 
FS202, CEL, 0, 0, 40, 40, 
FS108, CEL, 62, 69, 5, 44, 
FS101, INF, 45, 50, 40, 68, 
FS109, CIV, 0, 95, 50, 98, 
FS101, CIV, 90, 70, 40, 88, 
FS102, IQU, 90, 58, 40, 84, 
FS107, MEL, 50, 87, 40, 81, 
FS102, IQU, 80, 42, 40, 77, 
FS202, MEL, 40, 11, 9, 24, 
FS103, MEL, 36, 53, 39, 66, 
FS109, CIV, 0, 60, 45, 75, 
FS101, CIV, 40, 65, 40, 72, 
FS105, COM, 29, 45, 26, 48, 59
FS105, COM, 71, 75, 25, 69, 
FS102, CEL, 50, 17, 40, 60, 
FS108, CEL, 38, 50, 36, 62, 
FS105, COM, 71, 50, 40, 76, 
FS101, INF, 30, 45, 17, 40, 48
FS105, CEL, 0, 0, 5, 5, 
FS105, IND, 50, 75, 36, 74, 
FS109, CEL, 0, 48, 46, 70, 
FS102, CEL, 50, 17, 0, 20, 
FS202, CEL, 0, 0, 5, 5, 
FS108, CEL, 85, 69, 40, 86, 
FS105, COM, 64, 80, 40, 83, 
FS103, CIV, 93, 67, 37, 85, 
FS105, QUI, 29, 40, 40, 61, 
FS105, IND, 64, 0, 40, 60, 
FS105, IND, 57, 75, 40, 80, 
FS107, MEL, 57, 87, 40, 83, 
FS109, CEL, 0, 43, 48, 70, 
FS101, CEL, 35, 30, 30, 50, 40
FS105, COM, 29, 0, 50, 60, 
FS103, MEL, 43, 27, 40, 61, 
FS101, INF, 25, 50, 40, 62, 
FS104, CIV, 75, 71, 40, 84, 
FS108, CEL, 69, 56, 0, 38, 
FS107, MEL, 86, 87, 40, 92, 
FS105, MEL, 86, 75, 40, 88, 
FS105, CIV, 64, 90, 40, 86, 
FS105, CIV, 36, 0, 40, 51, 
FS107, CEL, 93, 87, 40, 94, 
FS105, CEL, 79, 75, 40, 86, 
FS105, QUI, 36, 75, 40, 73, 
FS102, , 40, 58, 40, 69, 
FS105, CEL, 50, 35, 39, 64, 
FS107, CEL, 71, 73, 39, 82, 
FS102, IQU, 70, 0, 0, 21, 
FS101, CIV, 75, 55, 40, 79, 
FS109, CIV, 0, 71, 50, 86, 
FS107, IQU, 93, 100, 40, 98, 
FS109, CEL, 0, 60, 30, 60, 
FS102, IQU, 30, 8, 40, 51, 
FS102, COM, 30, 92, 33, 70, 
FS102, COM, 90, 42, 40, 80, 
FS103, CIV, 100, 67, 37, 87, 
FS109, QUI, 0, 57, 90, 100, 
FS105, IQU, 64, 80, 40, 83, 
FS202, CEL, 60, 22, 40, 65, 
FS103, MEL, 14, 33, 20, 34, 
FS109, CIV, 0, 81, 49, 90, 
FS101, CIV, 60, 65, 40, 78, 
FS105, FIS, 100, 95, 35, 94, 
FS202, MEL, 30, 33, 40, 60, 
FS104, MEL, 100, 100, 40, 100, 
FS102, COM, 70, 42, 40, 74, 
FS102, COM, 80, 42, 40, 77, 
FS105, CIV, 57, 55, 36, 70, 
FS102, IQU, 60, 33, 40, 68, 
FS102, MAT, 40, 0, 40, 52, 
FS109, CIV, 0, 95, 40, 88, 
FS101, CIV, 45, 60, 40, 72, 
FS109, QUI, 0, 67, 80, 100, 
FS105, COM, 36, 75, 38, 71, 
FS105, QUI, 79, 90, 30, 81, 
FS104, MEL, 100, 79, 40, 94, 
FS202, MEL, 40, 45, 40, 66, 
FS202, MEL, 10, 0, 6, 9, 
FS102, COM, 0, 25, 0, 8, 49
FS103, MEL, 93, 60, 35, 81, 
FS102, CEL, 50, 33, 35, 60, 
FS107, CEL, 29, 20, 40, 55, 
FS102, IQU, 50, 17, 40, 60, 
FS102, QUI, 10, 33, 20, 33, 42
FS104, MEL, 100, 43, 40, 83, 
FS109, CIV, 0, 67, 50, 84, 
FS101, CIV, 40, 60, 40, 70, 
FS105, IQU, 64, 85, 32, 77, 
FS102, IND, 30, 8, 40, 51, 
FS108, CEL, 85, 81, 40, 90, 
FS102, QUI, 10, 33, 20, 33, 
FS107, CEL, 79, 73, 40, 86, 
FS109, CEL, 0, 67, 21, 54, 
FS102, CEL, 70, 58, 40, 78, 
FS101, CIV, 40, 65, 40, 72, 
FS109, CIV, 0, 43, 43, 64, 
FS102, IQU, 100, 8, 40, 72, 
FS103, CIV, 79, 0, 36, 60, 
FS107, CEL, 43, 67, 38, 71, 
FS105, CEL, 57, 65, 40, 77, 
FS202, MEL, 60, 33, 40, 68, 
FS105, COM, 71, 80, 40, 85, 
FS202, MEL, 0, 0, 10, 10, 
FS107, CEL, 57, 80, 35, 76, 
FS103, CIV, 71, 67, 40, 81, 
FS104, MEL, 100, 50, 40, 85, 
FS102, CEL, 40, 8, 35, 49, 43
FS108, CEL, 62, 44, 0, 32, 
FS102, IND, 80, 50, 40, 79, 
FS103, CIV, 71, 53, 36, 73, 
FS103, MEL, 36, 53, 39, 66, 
FS105, COM, 50, 30, 39, 63, 
FS102, QUI, 70, 17, 10, 36, 54
FS101, IND, 70, 55, 25, 62, 
FS101, CIV, 30, 45, 40, 62, 
FS109, CIV, 0, 60, 35, 65, 
FS107, CEL, 93, 100, 40, 98, 
FS105, CEL, 93, 95, 32, 88, 
FS102, COM, 80, 33, 38, 72, 
FS105, CIV, 36, 75, 40, 73, 
FS102, IND, 30, 17, 40, 54, 
FS107, MEL, 79, 80, 40, 88, 
FS105, FIS, 57, 35, 5, 33, 
FS105, COM, 50, 60, 40, 73, 
FS102, COM, 60, 42, 40, 71, 
FS105, COM, 21, 40, 20, 38, 43
FS105, CEL, 50, 45, 40, 68, 
FS107, CEL, 43, 40, 40, 65, 
FS107, MEL, 0, 0, 38, 38, 
FS105, MEL, 71, 50, 10, 46, 
FS107, CEL, 86, 93, 40, 94, 
FS202, CEL, 0, 0, 10, 10, 
FS202, CEL, 30, 22, 40, 56, 
FS105, IQU, 36, 35, 30, 51, 
FS102, CEL, 90, 67, 38, 85, 
FS105, QUI, 57, 45, 40, 71, 
FS108, CEL, 38, 63, 24, 54, 
FS103, MEL, 57, 60, 40, 75, 
FS105, COM, 36, 75, 0, 33, 53
FS107, CEL, 43, 53, 36, 65, 
FS105, CEL, 86, 85, 40, 91, 
FS107, CEL, 71, 80, 38, 83, 
FS105, CEL, 43, 60, 40, 71, 
FS102, CEL, 60, 25, 36, 62, 
FS101, CIV, 55, 50, 40, 72, 
FS109, CIV, 0, 60, 35, 65, 
FS102, INF, 20, 17, 40, 51, 
FS105, IND, 43, 45, 10, 36, 
FS105, MEL, 57, 45, 40, 71, 
FS108, CEL, 62, 38, 0, 30, 
FS104, CIV, 92, 50, 40, 83, 
FS102, IND, 80, 58, 37, 78, 
FS101, CEL, 15, 65, 40, 64, 
FS105, CEL, 93, 65, 40, 87, 
FS107, MEL, 0, 0, 38, 38, 
FS105, MEL, 57, 0, 0, 17, 
FS105, CEL, 29, 30, 0, 18, 47
FS102, IQU, 40, 25, 40, 60, 
FS202, CEL, 30, 22, 40, 56, 
FS105, CIV, 57, 70, 40, 78, 
FS105, CEL, 36, 90, 0, 38, 47
FS101, TOP, 20, 0, 10, 16, 
FS101, CEL, 50, 40, 40, 67, 
FS109, CEL, 0, 48, 44, 68, 
FS103, CIV, 100, 53, 37, 83, 
FS105, FIS, 93, 90, 28, 83, 
FS105, COM, 36, 25, 40, 60, 
FS107, CEL, 36, 53, 40, 67, 
FS105, FIS, 57, 70, 30, 68, 
FS101, IND, 30, 40, 28, 49, 
FS102, IND, 20, 0, 0, 6, 
FS108, CEL, 46, 56, 30, 61, 
FS109, BIM, 0, 52, 36, 62, 
FS104, CIV, 67, 43, 40, 73, 
FS104, CIV, 75, 0, 40, 62, 
FS104, CIV, 92, 71, 22, 71, 
FS103, MEL, 86, 73, 37, 85, 
FS102, CEL, 30, 25, 40, 56, 57
FS103, MEL, 29, 0, 10, 19, 
FS105, CEL, 21, 60, 0, 24, 50
FS102, CEL, 50, 25, 40, 62, 
FS101, TOP, 25, 40, 39, 60, 
FS109, TOP, 0, 43, 50, 72, 
FS101, CIV, 35, 65, 32, 62, 
FS109, CIV, 0, 71, 45, 80, 
FS202, MEL, 30, 67, 40, 69, 
FS101, TOP, 65, 55, 40, 76, 
FS109, TOP, 0, 81, 46, 86, 
FS102, IND, 50, 42, 40, 68, 
FS105, IQU, 57, 45, 40, 71, 
FS107, MEL, 57, 100, 40, 87, 
FS105, MEL, 79, 70, 38, 83, 
FS105, IQU, 71, 75, 40, 84, 
FS102, INF, 40, 42, 40, 65, 
FS103, MEL, 43, 40, 25, 50, 
FS103, MEL, 14, 0, 0, 4, 
FS105, IQU, 64, 45, 28, 61, 
FS105, IQU, 71, 60, 40, 79, 
FS105, IQU, 71, 65, 40, 81, 
FS109, TOP, 0, 71, 45, 80, 
FS101, INF, 25, 45, 40, 61, 
FS102, COM, 30, 25, 40, 56, 
FS101, MAT, 55, 55, 40, 73, 
FS108, CEL, 69, 56, 0, 38, 
FS102, COM, 60, 17, 40, 63, 
FS102, TOP, 0, 25, 40, 48, 
FS105, IND, 57, 65, 40, 77, 
FS108, CEL, 46, 56, 40, 71, 
FS101, IQU, 40, 50, 40, 67, 
FS103, CIV, 50, 40, 40, 67, 
FS109, CIV, 0, 57, 50, 78, 
FS109, QUI, 0, 67, 45, 78, 
FS105, CIV, 7, 0, 0, 2, 
FS107, CEL, 71, 100, 40, 91, 
FS105, CEL, 0, 0, 10, 10, 
FS105, CIV, 43, 25, 36, 56, 
FS101, CIV, 65, 70, 40, 80, 
FS109, CIV, 0, 81, 49, 90, 
FS105, MEL, 64, 25, 40, 67, 
FS102, COM, 70, 33, 20, 51, 
FS105, MEL, 71, 85, 0, 47, 
FS107, MEL, 79, 100, 40, 94, 
FS105, MEL, 71, 70, 40, 82, 
FS105, CEL, 64, 70, 40, 80, 
FS107, CEL, 71, 87, 40, 87, 
FS104, CIV, 100, 79, 40, 94, 
FS105, IQU, 50, 30, 0, 24, 
FS105, CIV, 71, 70, 40, 82, 
FS105, QUI, 50, 35, 5, 30, 
FS109, CIV, 0, 62, 42, 73, 
FS101, CIV, 45, 55, 40, 70, 
FS202, CEL, 30, 0, 40, 49, 
FS109, CIV, 0, 67, 27, 60, 
FS101, CIV, 55, 55, 40, 73, 
FS202, CEL, 10, 56, 40, 60, 
FS108, CEL, 62, 69, 0, 39, 
FS102, CEL, 50, 33, 40, 65, 
FS105, MEL, 50, 50, 10, 40, 
FS107, MEL, 7, 0, 40, 42, 
FS102, IQU, 70, 50, 40, 76, 
FS104, MEL, 92, 71, 40, 89, 
FS103, MEL, 50, 20, 0, 21, 39
FS202, FIS, 30, 0, 0, 9, 
FS103, CIV, 71, 47, 34, 69, 
FS107, CEL, 21, 40, 40, 60, 
FS105, CEL, 21, 20, 38, 50, 60
FS105, IQU, 86, 85, 40, 91, 
FS109, CIV, 0, 85, 35, 78, 
FS101, CIV, 65, 60, 40, 78, 
FS102, COM, 60, 42, 39, 70, 
FS202, MEL, 60, 56, 40, 75, 
FS107, MEL, 64, 53, 40, 75, 
FS105, MEL, 64, 80, 32, 75, 
FS104, MEL, 85, 79, 22, 71, 
FS102, IQU, 60, 67, 40, 78, 
FS103, CIV, 50, 27, 40, 63, 
FS202, MEL, 0, 33, 3, 13, 22
FS102, CEL, 60, 50, 40, 73, 
FS108, CEL, 31, 38, 35, 56, 90
FS102, IND, 20, 50, 39, 60, 
FS102, IND, 20, 33, 40, 56, 
FS101, CIV, 30, 55, 28, 54, 62
FS105, IND, 64, 75, 40, 82, 
FS108, CEL, 8, 38, 0, 14, 
FS102, COM, 40, 0, 37, 49, 
FS103, CIV, 86, 87, 40, 92, 
FS105, IND, 50, 35, 36, 62, 
FS109, CIV, 0, 57, 45, 74, 
FS102, IQU, 40, 50, 38, 65, 
FS102, IND, 100, 0, 20, 50, 
FS101, TOP, 35, 40, 0, 22, 
FS105, CEL, 64, 80, 40, 83, 
FS105, COM, 43, 55, 30, 60, 
FS105, CIV, 57, 60, 34, 69, 
FS102, COM, 40, 42, 37, 62, 
FS101, CIV, 60, 60, 40, 76, 
FS109, CIV, 0, 75, 40, 78, 
FS105, MEL, 21, 25, 40, 54, 
FS107, MEL, 86, 100, 40, 96, 
FS102, COM, 10, 0, 8, 11, 
FS105, MEL, 64, 55, 40, 76, 
FS107, MEL, 64, 60, 40, 77, 
FS105, IND, 29, 30, 10, 28, 
FS109, CEL, 0, 52, 34, 60, 
FS102, IQU, 90, 75, 40, 90, 
FS202, CEL, 60, 11, 40, 61, 
FS102, CEL, 50, 33, 35, 60, 
FS102, IQU, 30, 0, 0, 9, 
FS102, IND, 50, 0, 0, 15, 
FS107, CEL, 93, 93, 40, 96, 
FS105, CEL, 79, 80, 40, 88, 
FS202, CEL, 30, 33, 40, 60, 
FS108, CEL, 69, 69, 30, 71, 
FS104, MEL, 100, 0, 14, 44, 
FS202, CEL, 10, 0, 40, 43, 
FS103, CIV, 86, 80, 40, 90, 
FS102, CEL, 40, 8, 24, 38, 
FS101, CEL, 30, 25, 40, 56, 
FS109, CEL, 0, 29, 45, 60, 
FS104, CIV, 83, 71, 40, 86, 
FS103, MEL, 71, 33, 30, 61, 
FS104, MEL, 100, 86, 38, 94, 
FS102, CEL, 40, 0, 0, 12, 
FS107, MEL, 86, 67, 40, 86, 
FS105, MEL, 57, 90, 25, 69, 
FS105, COM, 29, 40, 40, 61, 
FS104, MEL, 58, 43, 26, 56, 51
FS105, IND, 71, 90, 40, 88, 
FS105, IQU, 36, 90, 40, 78, 
FS102, CEL, 10, 0, 5, 8, 
FS109, QUI, 0, 62, 90, 100, 
FS102, QUI, 40, 25, 39, 60, 
FS102, QUI, 30, 8, 35, 46, 30
FS105, IQU, 93, 75, 40, 90, 
FS109, QUI, 0, 48, 100, 100, 
FS102, QUI, 50, 0, 0, 15, 
FS102, IND, 60, 50, 40, 73, 
FS202, MEL, 40, 33, 40, 62, 
FS104, MEL, 83, 43, 40, 78, 
FS105, COM, 57, 55, 40, 74, 
FS107, CEL, 29, 67, 40, 69, 
FS105, CEL, 57, 30, 40, 66, 
FS101, CIV, 60, 40, 40, 70, 
FS109, CIV, 0, 70, 35, 70, 
FS102, COM, 30, 8, 40, 51, 
FS104, MEL, 100, 29, 40, 79, 
FS103, MEL, 71, 87, 40, 87, 
FS202, MEL, 40, 22, 40, 60, 
FS109, CEL, 0, 24, 20, 32, 
FS105, IND, 57, 80, 40, 81, 
FS102, FIS, 90, 60, 35, 80, 
FS105, IND, 79, 100, 38, 92, 
FS105, IND, 50, 50, 30, 60, 
FS108, CEL, 38, 63, 33, 63, 
FS104, MEL, 100, 79, 40, 94, 
FS107, CEL, 36, 73, 40, 73, 
FS105, CEL, 70, 80, 37, 82, 
FS105, CIV, 29, 80, 37, 70, 
FS102, CEL, 60, 33, 30, 60, 
FS105, MAT, 93, 60, 40, 86, 
FS105, IND, 36, 60, 40, 69, 
FS102, IQU, 50, 17, 40, 60, 
FS101, MAT, 45, 55, 40, 70, 
FS102, INF, 70, 50, 20, 56, 62
FS105, CEL, 79, 25, 36, 67, 
FS107, CEL, 50, 80, 39, 78, 
FS102, IND, 50, 25, 40, 62, 
FS101, CEL, 35, 0, 14, 24, 
FS102, QUI, 70, 42, 38, 72, 
