#CLAVE,  CARR,  CAL1, CAL2, PUNTOS, ORD, EXT
FS109, TOP, 0, 48, 48, 72, 
FS104, CIV, 100, 79, 40, 94, 
FS102, INF, 40, 25, 40, 60, 
FS105, CIV, 43, 90, 30, 70, 
FS102, IND, 70, 25, 40, 68, 
FS109, CIV, 0, 62, 47, 78, 
FS101, CIV, 50, 55, 40, 72, 
FS102, INF, 10, 33, 30, 43, 
FS105, COM, 0, 15, 30, 34, 
FS202, MEL, 30, 89, 40, 76, 
FS103, CIV, 21, 13, 0, 10, 
FS202, CEL, 10, 0, 0, 3, 
FS105, IND, 36, 40, 40, 63, 
FS105, CIV, 71, 25, 36, 65, 
FS105, CEL, 86, 75, 40, 88, 
FS107, CEL, 64, 87, 40, 85, 
FS101, MAT, 55, 65, 40, 76, 
FS103, MEL, 36, 0, 0, 11, 
FS105, IQU, 79, 30, 40, 73, 
FS102, MAT, 90, 25, 30, 64, 
FS102, QUI, 30, 8, 0, 11, 
FS105, COM, 64, 55, 40, 76, 
FS102, IQU, 80, 17, 40, 69, 
FS107, MEL, 57, 80, 39, 80, 
FS107, MEL, 50, 93, 40, 83, 
FS105, IND, 64, 70, 40, 80, 
FS105, MEL, 79, 75, 40, 86, 
FS107, MEL, 86, 93, 40, 94, 
FS103, MEL, 36, 40, 40, 63, 
FS105, IND, 79, 80, 40, 88, 
FS102, IQU, 80, 33, 40, 74, 
FS202, MEL, 50, 56, 40, 72, 
FS105, QUI, 50, 90, 40, 82, 
FS102, QUI, 80, 50, 38, 77, 
FS105, CIV, 57, 70, 38, 76, 
FS105, IND, 36, 90, 40, 78, 
FS109, CIV, 0, 81, 46, 86, 
FS105, FIS, 86, 90, 22, 75, 
FS202, MEL, 30, 56, 40, 66, 
FS105, CEL, 64, 40, 40, 71, 
FS102, IND, 20, 33, 40, 56, 
FS102, IND, 70, 50, 40, 76, 
FS202, CEL, 40, 0, 0, 12, 
FS101, CEL, 30, 40, 28, 49, 36
FS107, CEL, 36, 67, 40, 71, 
FS102, COM, 70, 25, 40, 68, 
FS102, IND, 70, 33, 40, 71, 
FS104, CIV, 100, 100, 20, 80, 
FS102, COM, 90, 42, 40, 80, 
FS102, COM, 80, 42, 40, 77, 
FS103, MEL, 71, 67, 40, 81, 
FS102, CEL, 30, 25, 40, 56, 
FS105, MEL, 36, 45, 40, 64, 
FS202, MEL, 30, 67, 40, 69, 
FS105, COM, 29, 35, 40, 60, 
FS102, CEL, 50, 25, 40, 62, 
FS102, IQU, 50, 33, 35, 60, 
FS105, IQU, 43, 70, 40, 74, 
FS102, IND, 30, 17, 40, 54, 
FS105, CIV, 64, 75, 26, 68, 
FS102, QUI, 30, 0, 20, 29, 
FS107, MEL, 43, 87, 40, 79, 
FS105, CIV, 43, 85, 40, 78, 
FS105, COM, 43, 40, 40, 65, 
FS105, IND, 64, 50, 38, 72, 
FS108, CEL, 62, 44, 0, 32, 
FS202, CEL, 40, 22, 40, 60, 
FS102, QUI, 40, 17, 40, 57, 46
FS105, IND, 86, 90, 40, 93, 
FS103, CIV, 64, 67, 30, 69, 
FS107, MEL, 71, 93, 40, 89, 
FS102, INF, 60, 33, 10, 38, 
FS102, COM, 40, 42, 38, 63, 
FS105, COM, 64, 80, 36, 79, 
FS109, TOP, 0, 43, 42, 64, 
FS105, IND, 79, 90, 40, 91, 
FS108, CEL, 38, 38, 30, 53, 45
FS108, CEL, 85, 81, 39, 89, 
FS103, CIV, 57, 67, 40, 77, 
FS101, CEL, 70, 75, 40, 84, 
FS101, CIV, 80, 70, 36, 81, 
FS109, CIV, 0, 81, 100, 100, 
FS102, CEL, 80, 67, 40, 84, 
FS102, CEL, 40, 25, 0, 20, 
FS102, COM, 50, 17, 40, 60, 
FS105, CIV, 50, 35, 5, 30, 72
FS102, CEL, 20, 25, 40, 54, 
FS202, CEL, 40, 11, 19, 34, 30
FS108, CEL, 23, 13, 0, 11, 24
FS105, CEL, 21, 35, 10, 27, 
FS107, CEL, 43, 0, 0, 13, 
FS104, MEL, 92, 57, 20, 65, 
FS105, COM, 71, 75, 39, 83, 
FS202, MEL, 20, 22, 40, 53, 
FS102, CEL, 20, 17, 0, 11, 
FS107, MEL, 29, 87, 40, 75, 
FS102, CEL, 30, 0, 30, 39, 
FS105, , 50, 0, 0, 15, 
FS105, CEL, 36, 80, 40, 75, 
FS107, CEL, 43, 60, 40, 71, 
FS101, , 40, 50, 40, 67, 
FS105, IND, 0, 30, 0, 9, 
FS102, CEL, 70, 17, 40, 66, 
FS105, IQU, 21, 90, 40, 73, 
FS102, QUI, 40, 0, 0, 12, 
FS102, CEL, 70, 50, 35, 71, 
FS102, COM, 100, 50, 40, 85, 
FS104, MEL, 83, 36, 40, 76, 
FS102, IND, 60, 58, 40, 75, 
FS202, MEL, 60, 56, 40, 75, 
FS103, CIV, 79, 73, 37, 83, 
FS105, MEL, 64, 80, 27, 70, 
FS107, MEL, 71, 87, 40, 87, 
FS102, COM, 30, 8, 40, 51, 
FS102, COM, 40, 8, 40, 54, 
FS107, MEL, 71, 80, 39, 84, 
FS105, MEL, 71, 80, 35, 80, 
FS102, CEL, 80, 58, 39, 80, 
FS105, CEL, 36, 85, 0, 36, 50
FS107, CEL, 21, 87, 30, 62, 
FS104, CIV, 92, 79, 40, 91, 
FS103, MEL, 57, 67, 40, 77, 
FS102, QUI, 50, 25, 35, 60, 
FS107, MEL, 64, 67, 40, 79, 
FS105, MEL, 64, 90, 40, 86, 
FS107, MEL, 79, 87, 40, 90, 
FS105, CIV, 14, 20, 0, 10, 24
FS102, QUI, 20, 17, 39, 50, 
FS102, IND, 20, 17, 40, 51, 
FS108, CEL, 69, 69, 40, 81, 
FS105, IQU, 0, 0, 25, 25, 
FS102, CEL, 20, 67, 40, 66, 
FS105, IQU, 36, 40, 30, 53, 
FS102, IQU, 80, 83, 40, 89, 
FS102, COM, 20, 0, 33, 39, 
FS102, COM, 30, 25, 40, 56, 74
FS102, INF, 50, 25, 40, 62, 
FS108, CEL, 62, 44, 30, 62, 
FS102, TOP, 40, 0, 24, 36, 
FS202, CEL, 0, 0, 5, 5, 
FS103, MEL, 79, 87, 40, 90, 
FS202, CEL, 60, 0, 0, 18, 
FS102, CEL, 50, 25, 40, 62, 
FS105, CEL, 36, 40, 40, 63, 
FS107, CEL, 57, 33, 40, 67, 
FS101, CIV, 20, 60, 40, 64, 
FS109, CIV, 0, 67, 23, 56, 
FS105, COM, 57, 85, 40, 83, 
FS104, CIV, 92, 57, 40, 85, 
FS102, CEL, 40, 25, 40, 60, 
FS105, COM, 21, 0, 10, 16, 
FS202, CEL, 40, 44, 40, 65, 
FS108, CEL, 54, 63, 40, 75, 
FS105, MEL, 21, 80, 40, 70, 
FS107, MEL, 57, 87, 39, 82, 
FS103, MEL, 43, 27, 28, 49, 
FS105, COM, 50, 70, 40, 76, 
FS102, QUI, 20, 17, 35, 46, 42
FS109, QUI, 0, 57, 90, 100, 
FS103, CIV, 100, 87, 40, 96, 
FS101, QFB, 65, 55, 40, 76, 
FS102, INF, 40, 8, 13, 27, 34
FS108, CEL, 62, 25, 33, 60, 
FS101, CIV, 60, 40, 23, 53, 65
FS103, CIV, 86, 67, 35, 81, 
FS109, CIV, 0, 71, 50, 86, 
FS105, CIV, 50, 90, 40, 82, 
FS102, COM, 50, 8, 40, 57, 
FS109, CEL, 0, 62, 20, 51, 
FS108, CEL, 62, 75, 37, 78, 
FS102, COM, 40, 0, 0, 12, 
FS105, IND, 79, 90, 39, 90, 
FS105, COM, 64, 55, 40, 76, 
FS107, CEL, 36, 40, 40, 63, 
FS102, CEL, 10, 0, 27, 30, 
FS101, CIV, 25, 45, 40, 61, 
FS109, CIV, 0, 70, 35, 70, 
FS107, CEL, 14, 60, 40, 62, 
FS102, IQU, 70, 58, 40, 78, 
FS105, CEL, 71, 85, 40, 87, 
FS107, CEL, 86, 100, 40, 96, 
FS109, BIM, 0, 0, 7, 7, 
FS102, COM, 40, 0, 0, 12, 
FS105, CIV, 86, 75, 28, 76, 
FS105, IQU, 57, 80, 40, 81, 
FS105, IND, 64, 90, 38, 84, 
FS105, MEL, 79, 70, 40, 85, 
FS105, CEL, 57, 90, 40, 84, 
FS107, CEL, 64, 87, 37, 82, 
FS102, COM, 20, 42, 40, 60, 
FS105, IQU, 36, 10, 40, 54, 
FS103, MEL, 50, 33, 28, 53, 56
FS105, QUI, 36, 50, 40, 66, 
FS108, CEL, 23, 0, 20, 27, 
FS202, CEL, 50, 0, 40, 55, 
FS105, IND, 79, 75, 40, 86, 
FS108, CEL, 38, 56, 10, 38, 59
FS107, CEL, 43, 47, 40, 67, 
FS109, CEL, 0, 57, 46, 74, 
FS102, IQU, 70, 25, 40, 68, 
FS102, COM, 10, 25, 35, 46, 53
FS109, TOP, 0, 43, 50, 72, 
FS101, TOP, 40, 45, 28, 54, 66
FS102, QUI, 30, 25, 38, 54, 38
FS101, CEL, 20, 0, 3, 9, 
FS109, CEL, 0, 0, 11, 11, 
FS105, CIV, 43, 80, 40, 77, 
FS101, CEL, 25, 45, 40, 61, 
FS102, COM, 70, 0, 0, 21, 
FS105, COM, 36, 70, 40, 72, 
FS102, FIS, 90, 90, 35, 89, 
FS102, CEL, 30, 25, 35, 52, 61
FS105, MEL, 71, 85, 30, 77, 
FS105, CIV, 50, 70, 40, 76, 
FS105, COM, 50, 0, 10, 25, 
FS102, COM, 40, 8, 27, 41, 
FS108, CEL, 54, 38, 35, 63, 
FS202, CEL, 10, 44, 40, 56, 
FS102, IQU, 80, 75, 40, 86, 
FS109, TOP, 0, 0, 20, 20, 
FS101, TOP, 40, 25, 28, 48, 
FS105, CEL, 36, 55, 40, 67, 
FS107, CEL, 0, 47, 37, 51, 47
FS102, COM, 60, 33, 33, 61, 
FS105, CEL, 79, 60, 0, 42, 
FS102, COM, 90, 33, 30, 67, 
FS105, CEL, 79, 35, 36, 70, 
FS107, CEL, 36, 0, 40, 51, 
FS109, CEL, 0, 0, 15, 15, 
FS202, MEL, 30, 45, 40, 62, 
FS102, IQU, 70, 58, 40, 78, 
FS103, CIV, 71, 67, 35, 76, 
FS109, CIV, 0, 76, 30, 68, 
FS101, CIV, 85, 70, 40, 86, 
FS105, IND, 43, 55, 40, 69, 
FS105, IND, 50, 65, 40, 74, 
FS103, CIV, 64, 87, 40, 85, 
FS103, MEL, 36, 13, 40, 55, 
FS102, CEL, 10, 0, 0, 3, 
FS105, CEL, 36, 50, 35, 61, 
FS105, CEL, 57, 70, 40, 78, 
FS107, MEL, 57, 73, 35, 74, 
FS108, CEL, 54, 44, 36, 65, 
FS202, MEL, 40, 67, 40, 72, 
FS102, CEL, 70, 0, 28, 49, 
FS105, MEL, 57, 70, 32, 70, 
FS107, MEL, 64, 67, 40, 79, 
FS101, COM, 25, 10, 38, 48, 
FS102, COM, 80, 42, 40, 77, 
FS202, MEL, 70, 44, 40, 74, 
FS105, MEL, 71, 60, 40, 79, 
FS102, CEL, 40, 25, 40, 60, 
FS105, IND, 71, 25, 40, 69, 
FS104, MEL, 75, 100, 40, 92, 
FS107, MEL, 86, 100, 40, 96, 
FS105, MEL, 50, 95, 32, 76, 
FS102, IND, 20, 25, 40, 54, 
FS101, , 35, 30, 40, 60, 
FS102, CEL, 40, 33, 30, 52, 66
FS107, CEL, 57, 67, 40, 77, 
FS103, MEL, 71, 53, 40, 77, 
FS102, IND, 90, 58, 40, 84, 
FS103, MEL, 29, 20, 35, 50, 
FS103, CIV, 36, 27, 40, 60, 
FS105, CEL, 50, 50, 35, 65, 
FS107, CEL, 21, 60, 40, 64, 
FS103, MEL, 36, 47, 40, 65, 
FS105, IND, 79, 85, 40, 89, 
FS104, CIV, 100, 100, 40, 100, 
FS102, IQU, 20, 8, 30, 38, 
FS103, MEL, 57, 47, 30, 61, 
FS101, INF, 45, 45, 40, 67, 
FS102, IND, 40, 17, 40, 57, 
FS104, MEL, 92, 86, 20, 73, 
FS102, QUI, 80, 42, 28, 65, 
FS105, CEL, 50, 45, 38, 66, 
FS104, CIV, 92, 79, 40, 91, 
FS102, QUI, 10, 8, 25, 30, 46
FS109, QUI, 0, 38, 80, 99, 
FS105, IND, 21, 40, 40, 60, 
FS102, QUI, 50, 8, 40, 57, 
FS108, CEL, 77, 81, 40, 87, 
FS105, CIV, 71, 60, 38, 77, 
FS101, CIV, 60, 55, 40, 74, 
FS109, CIV, 0, 57, 50, 78, 
FS109, CEL, 0, 62, 33, 64, 
FS103, MEL, 50, 0, 0, 15, 
FS102, IQU, 70, 42, 40, 74, 
FS101, CIV, 30, 25, 40, 56, 
FS109, CIV, 0, 70, 40, 75, 
FS103, MEL, 50, 60, 32, 65, 
FS109, BIM, 0, 95, 50, 98, 
FS202, MEL, 20, 22, 40, 53, 
FS101, IND, 45, 40, 30, 56, 50
FS102, IND, 40, 0, 0, 12, 
FS105, QUI, 21, 90, 40, 73, 
FS104, CIV, 83, 50, 40, 80, 
FS102, COM, 50, 0, 25, 40, 
FS104, CIV, 100, 86, 40, 96, 
FS105, CIV, 100, 85, 35, 90, 
FS105, MEL, 36, 0, 0, 11, 
FS103, MEL, 57, 47, 40, 71, 
FS102, QUI, 40, 33, 40, 62, 
FS104, CIV, 100, 86, 40, 96, 
FS105, COM, 36, 90, 35, 73, 
FS202, FIS, 80, 78, 0, 47, 88
FS202, MEL, 70, 33, 40, 71, 
FS202, CEL, 30, 22, 40, 56, 
FS104, MEL, 83, 57, 40, 82, 
FS202, CEL, 10, 33, 40, 53, 
FS105, COM, 64, 70, 40, 80, 
FS105, FIS, 64, 90, 0, 46, 
FS101, TOP, 30, 40, 40, 61, 
FS109, TOP, 0, 57, 42, 70, 
FS102, INF, 60, 25, 40, 66, 
FS108, CEL, 23, 0, 0, 7, 
FS101, TOP, 60, 60, 40, 76, 
FS109, TOP, 0, 67, 49, 82, 
FS102, CEL, 50, 25, 25, 48, 59
FS108, CEL, 77, 44, 40, 76, 
FS202, CEL, 40, 56, 35, 64, 
FS102, IQU, 100, 67, 40, 90, 
FS202, MEL, 20, 67, 40, 66, 
FS105, CEL, 43, 75, 40, 75, 
FS107, CEL, 86, 40, 40, 78, 
FS109, CEL, 0, 62, 33, 64, 
FS104, CIV, 50, 50, 0, 30, 46
FS104, MEL, 92, 79, 38, 89, 
FS103, MEL, 21, 33, 20, 36, 54
FS109, TOP, 0, 52, 90, 100, 
FS102, CEL, 40, 0, 0, 12, 
FS105, IND, 71, 70, 40, 82, 
FS102, COM, 0, 33, 40, 50, 
FS102, CEL, 80, 92, 40, 92, 
FS103, MEL, 86, 47, 40, 80, 
FS105, COM, 36, 75, 40, 73, 
FS105, IND, 79, 90, 40, 91, 
FS102, CEL, 30, 0, 38, 47, 
FS202, FIS, 50, 44, 0, 28, 
FS101, COM, 80, 60, 40, 82, 
FS104, MEL, 67, 50, 40, 75, 
FS105, FIS, 14, 0, 0, 4, 
FS102, INF, 50, 17, 0, 20, 
FS104, MEL, 62, 79, 13, 55, 
FS107, MEL, 43, 100, 40, 83, 
FS102, IND, 50, 33, 40, 65, 
FS108, CEL, 54, 63, 35, 70, 
FS101, IND, 65, 0, 12, 32, 
FS107, MEL, 64, 93, 40, 87, 
FS104, CIV, 100, 93, 40, 98, 
FS104, CIV, 75, 21, 40, 69, 
FS102, IND, 60, 50, 37, 70, 
FS105, IND, 43, 25, 40, 60, 
FS107, MEL, 29, 53, 40, 65, 
FS105, COM, 43, 30, 40, 62, 
FS102, COM, 70, 83, 36, 82, 
FS103, CIV, 64, 40, 40, 71, 
FS109, CEL, 0, 48, 45, 69, 
FS102, CEL, 90, 42, 40, 80, 
FS105, MEL, 36, 75, 40, 73, 
FS107, MEL, 79, 67, 39, 83, 
FS104, MEL, 100, 79, 40, 94, 
FS105, CEL, 57, 60, 5, 40, 
FS105, COM, 71, 70, 0, 42, 
FS102, QUI, 60, 33, 30, 60, 
FS102, IQU, 40, 0, 0, 12, 
FS105, COM, 64, 65, 40, 79, 
FS105, COM, 29, 50, 40, 64, 
FS103, CIV, 100, 67, 35, 85, 
FS102, IQU, 50, 0, 0, 15, 
FS105, COM, 64, 60, 40, 77, 
FS101, INF, 25, 45, 40, 61, 
FS105, CEL, 64, 90, 39, 85, 
FS107, CEL, 50, 93, 40, 83, 
FS103, MEL, 50, 47, 30, 60, 
FS102, MAT, 100, 50, 40, 85, 
FS102, COM, 40, 17, 27, 44, 
FS102, CEL, 100, 92, 40, 98, 
FS102, COM, 70, 8, 40, 63, 
FS105, CEL, 43, 40, 40, 65, 
FS102, IQU, 40, 33, 40, 62, 
FS102, IQU, 90, 33, 40, 77, 
FS105, COM, 64, 50, 40, 74, 
FS103, CIV, 64, 73, 40, 81, 
FS102, IND, 40, 8, 40, 54, 
FS105, IND, 79, 75, 37, 83, 
FS105, CIV, 64, 50, 38, 72, 
FS202, MEL, 60, 56, 35, 70, 
FS105, QUI, 71, 90, 40, 88, 
FS105, COM, 57, 0, 40, 57, 
FS109, CEL, 0, 0, 21, 21, 
FS105, CIV, 50, 85, 40, 80, 
FS108, CEL, 38, 56, 0, 28, 
FS102, IND, 40, 33, 40, 62, 
FS104, CIV, 75, 36, 40, 73, 
FS102, INF, 70, 17, 40, 66, 
FS105, CEL, 57, 85, 40, 83, 
FS104, MEL, 75, 86, 40, 88, 
FS202, FIS, 0, 0, 10, 10, 
FS101, CIV, 30, 75, 32, 64, 
FS103, CIV, 100, 47, 35, 79, 
FS107, MEL, 64, 100, 40, 89, 
FS105, MEL, 43, 85, 33, 71, 
FS108, CEL, 31, 88, 27, 63, 
FS202, CEL, 30, 30, 0, 18, 
FS202, MEL, 70, 22, 40, 68, 
FS105, FIS, 57, 90, 36, 80, 
FS102, IQU, 90, 50, 40, 82, 
FS101, CEL, 15, 0, 0, 4, 
FS109, CEL, 0, 62, 45, 76, 
FS105, MEL, 79, 95, 40, 92, 
FS107, MEL, 71, 80, 40, 85, 
FS202, CEL, 40, 0, 40, 52, 
FS103, MEL, 79, 73, 37, 83, 
FS102, INF, 0, 17, 25, 30, 
FS107, CEL, 64, 73, 40, 81, 
FS105, CEL, 29, 35, 39, 60, 
FS105, IND, 50, 75, 40, 78, 
FS202, MEL, 60, 44, 40, 71, 
FS102, COM, 70, 33, 33, 64, 
FS101, CIV, 70, 45, 40, 74, 
FS109, CIV, 0, 86, 47, 90, 
FS102, IND, 30, 8, 40, 51, 
FS105, IQU, 50, 50, 20, 50, 
FS101, CIV, 50, 35, 36, 62, 
FS109, CIV, 0, 67, 37, 70, 
FS105, IND, 36, 25, 40, 60, 
FS102, IQU, 70, 75, 40, 84, 
FS101, MAT, 60, 55, 40, 74, 
FS105, COM, 50, 35, 40, 66, 
FS102, IND, 20, 0, 0, 6, 
FS102, CEL, 30, 25, 40, 56, 62
FS105, CEL, 71, 25, 33, 62, 
FS107, CEL, 29, 60, 34, 61, 
FS105, QUI, 79, 50, 40, 79, 
FS102, CEL, 20, 8, 20, 28, 
FS202, MEL, 40, 56, 40, 69, 
FS101, CIV, 55, 40, 40, 68, 
FS109, CIV, 0, 57, 50, 78, 
FS104, CIV, 67, 43, 0, 33, 
FS105, IND, 71, 25, 40, 69, 
FS101, CIV, 30, 55, 40, 66, 
FS109, CIV, 0, 38, 50, 69, 
FS102, IND, 70, 17, 40, 66, 
FS102, QUI, 30, 0, 0, 9, 
FS105, COM, 43, 35, 40, 63, 
FS101, CEL, 25, 35, 40, 60, 
FS102, CEL, 60, 17, 40, 63, 
FS102, COM, 70, 17, 0, 26, 45
FS102, IQU, 60, 50, 36, 69, 
FS102, COM, 70, 42, 40, 74, 
FS101, CIV, 40, 50, 40, 67, 
FS109, CIV, 0, 67, 50, 84, 
FS105, IQU, 43, 50, 30, 60, 
FS104, CIV, 100, 93, 40, 98, 
FS105, , 50, 70, 40, 76, 
FS202, CEL, 70, 33, 40, 71, 
FS107, CEL, 86, 93, 20, 74, 
FS105, IQU, 57, 50, 40, 72, 
FS102, COM, 30, 8, 40, 51, 
FS105, IND, 57, 75, 31, 71, 
FS102, QUI, 70, 17, 33, 60, 
FS109, QUI, 0, 57, 50, 78, 
FS105, CEL, 36, 25, 38, 56, 
FS107, CEL, 50, 100, 20, 65, 
FS102, IND, 80, 25, 32, 64, 
FS105, IQU, 50, 30, 40, 64, 
FS105, IQU, 71, 80, 31, 76, 
FS102, IND, 80, 33, 40, 74, 
FS107, MEL, 79, 53, 40, 80, 
FS105, MEL, 64, 55, 12, 48, 71
FS107, CEL, 29, 33, 40, 60, 
FS105, CEL, 64, 90, 36, 82, 
FS105, QUI, 57, 65, 40, 77, 
FS101, MAT, 35, 45, 36, 60, 
FS104, MEL, 67, 64, 40, 79, 
FS202, MEL, 70, 22, 40, 68, 
FS103, CIV, 64, 60, 38, 75, 
FS102, IQU, 50, 33, 40, 65, 
FS105, COM, 64, 35, 39, 69, 
FS102, IQU, 90, 50, 40, 82, 
FS102, COM, 40, 33, 38, 60, 
FS104, MEL, 100, 100, 40, 100, 
FS105, IND, 71, 90, 26, 74, 
FS105, CEL, 50, 50, 36, 66, 
FS102, IQU, 60, 50, 40, 73, 
FS103, MEL, 64, 53, 31, 66, 
FS202, MEL, 40, 22, 40, 60, 
FS105, IQU, 64, 70, 15, 55, 78
FS102, CEL, 30, 17, 40, 54, 50
FS105, IQU, 71, 75, 40, 84, 
FS104, CIV, 100, 64, 39, 88, 
FS104, CIV, 77, 86, 6, 55, 
FS107, MEL, 64, 87, 40, 85, 
FS105, MEL, 50, 30, 40, 64, 
FS101, CEL, 25, 30, 40, 56, 
FS105, COM, 0, 0, 10, 10, 
FS102, COM, 80, 0, 28, 52, 
FS105, CEL, 57, 90, 20, 64, 
FS105, COM, 57, 30, 40, 66, 
FS202, CEL, 30, 44, 40, 62, 
FS108, CEL, 62, 56, 24, 60, 
FS104, CIV, 100, 100, 39, 99, 
FS102, COM, 40, 8, 35, 49, 36
FS101, CEL, 45, 55, 40, 70, 
FS105, MEL, 79, 85, 40, 89, 
FS107, MEL, 86, 100, 40, 96, 
FS105, CEL, 57, 80, 38, 79, 
FS107, CEL, 50, 73, 40, 77, 
FS102, IQU, 60, 42, 40, 71, 
FS108, CEL, 54, 0, 0, 16, 
FS105, COM, 14, 0, 36, 40, 48
FS102, IQU, 60, 17, 37, 60, 
FS109, QUI, 0, 57, 45, 74, 
FS104, CIV, 83, 71, 40, 86, 
FS103, MEL, 64, 53, 40, 75, 
FS105, CIV, 50, 60, 28, 61, 
FS101, CEL, 25, 0, 40, 48, 
FS105, COM, 0, 0, 10, 10, 
FS102, INF, 60, 25, 40, 66, 
FS103, CIV, 86, 53, 36, 78, 
FS107, MEL, 0, 0, 38, 38, 
FS105, QUI, 36, 70, 40, 72, 
FS109, CEL, 0, 0, 21, 21, 
FS101, CEL, 20, 35, 30, 46, 
FS102, IND, 70, 50, 40, 76, 
FS202, CEL, 40, 22, 40, 60, 
FS102, COM, 90, 25, 40, 74, 
FS104, MEL, 100, 86, 40, 96, 
FS102, CEL, 40, 17, 0, 17, 
FS102, COM, 100, 33, 40, 80, 
FS105, CIV, 50, 75, 31, 68, 
FS104, MEL, 100, 64, 40, 89, 
FS102, IQU, 80, 100, 38, 92, 
FS109, TOP, 0, 43, 38, 60, 
FS101, TOP, 20, 60, 39, 63, 
FS109, TOP, 0, 76, 45, 83, 
FS104, MEL, 75, 86, 40, 88, 
FS105, CEL, 29, 65, 37, 65, 
FS107, CEL, 64, 33, 40, 69, 
FS105, MEL, 79, 90, 40, 91, 
FS102, IND, 50, 42, 40, 68, 
FS105, IQU, 14, 0, 20, 24, 
FS105, CEL, 36, 55, 36, 63, 
FS108, CEL, 54, 50, 0, 31, 
FS202, CEL, 30, 0, 0, 9, 
FS105, IND, 86, 90, 40, 93, 
FS105, QUI, 14, 90, 10, 41, 
FS102, CEL, 60, 17, 20, 43, 46
FS105, IQU, 79, 85, 40, 89, 
FS102, CEL, 40, 8, 39, 53, 61
FS101, COM, 40, 35, 40, 62, 
FS102, CEL, 100, 42, 40, 83, 
FS105, COM, 79, 70, 40, 85, 
FS101, CIV, 70, 60, 40, 79, 
FS109, CIV, 0, 86, 50, 93, 
FS107, CEL, 21, 60, 38, 62, 
FS102, IND, 50, 0, 0, 15, 
FS105, MEL, 50, 40, 40, 67, 
FS108, CEL, 54, 69, 23, 60, 
FS202, CEL, 10, 22, 40, 50, 
FS108, CEL, 31, 75, 0, 32, 
FS105, IQU, 57, 45, 29, 60, 
FS102, CEL, 90, 33, 10, 47, 
FS102, IQU, 80, 42, 40, 77, 
FS101, CIV, 80, 65, 40, 84, 
FS109, CIV, 0, 71, 47, 82, 
FS101, CEL, 60, 0, 2, 20, 
FS109, CEL, 0, 0, 19, 19, 
FS104, MEL, 83, 86, 40, 91, 
FS103, MEL, 64, 53, 38, 73, 
FS102, CEL, 50, 8, 40, 57, 
FS107, MEL, 57, 87, 40, 83, 
FS102, IQU, 70, 25, 37, 66, 
FS109, TOP, 0, 62, 50, 81, 
FS101, CIV, 65, 80, 40, 84, 
FS109, CIV, 0, 76, 50, 88, 
FS102, COM, 80, 42, 38, 75, 
FS101, INF, 50, 60, 40, 73, 
FS102, QUI, 60, 25, 40, 66, 
FS109, QUI, 0, 60, 50, 80, 
FS102, QUI, 60, 0, 0, 18, 
FS101, CEL, 70, 55, 40, 78, 
FS105, COM, 43, 65, 40, 72, 
FS105, COM, 71, 90, 40, 88, 
FS103, MEL, 36, 40, 20, 43, 
FS101, IND, 30, 55, 32, 60, 
FS102, IND, 40, 0, 40, 52, 
FS102, CEL, 70, 17, 40, 66, 
FS102, IQU, 80, 42, 40, 77, 
FS104, MEL, 100, 57, 40, 87, 
FS202, MEL, 45, 45, 40, 67, 
FS107, MEL, 40, 67, 40, 72, 
FS105, IND, 57, 75, 40, 80, 
FS103, MEL, 36, 33, 40, 61, 
FS105, IND, 71, 90, 40, 88, 
FS104, MEL, 92, 79, 40, 91, 
FS108, CEL, 54, 56, 0, 33, 
FS104, MEL, 100, 79, 23, 77, 
FS107, CEL, 57, 73, 37, 76, 
FS105, CEL, 21, 85, 9, 41, 40
FS101, MAT, 40, 45, 40, 66, 
FS101, CIV, 75, 85, 40, 88, 
FS109, CIV, 0, 81, 50, 90, 
FS105, IND, 79, 85, 40, 89, 
FS105, IQU, 57, 55, 40, 74, 
FS104, CIV, 100, 86, 40, 96, 
FS105, QUI, 71, 80, 40, 85, 
FS102, COM, 30, 42, 11, 33, 53
FS104, CIV, 75, 100, 40, 92, 
FS102, CEL, 10, 17, 40, 48, 
FS102, , 42, 17, 40, 60, 
FS102, CEL, 30, 42, 36, 60, 
FS102, IND, 50, 33, 40, 65, 
FS105, FIS, 100, 0, 0, 30, 
FS103, MEL, 71, 67, 40, 81, 
FS103, CIV, 50, 53, 38, 69, 
FS202, MEL, 60, 33, 27, 55, 73
FS102, COM, 80, 33, 40, 74, 
FS102, INF, 30, 25, 40, 56, 
FS102, CEL, 30, 17, 30, 44, 52
FS105, CEL, 50, 0, 5, 20, 
FS107, CEL, 50, 0, 17, 32, 
FS105, IND, 57, 35, 40, 68, 
FS101, MAT, 25, 50, 40, 62, 
FS105, CEL, 64, 85, 35, 80, 
FS109, CEL, 0, 0, 42, 42, 
FS109, TOP, 0, 57, 34, 62, 
FS102, INF, 60, 0, 26, 44, 
FS104, CIV, 100, 86, 32, 88, 
FS105, COM, 71, 65, 40, 81, 
FS102, , 30, 17, 33, 47, 
FS101, , 40, 35, 40, 62, 
FS102, , 60, 17, 40, 63, 
FS105, CEL, 43, 15, 0, 17, 
FS102, IND, 40, 25, 39, 60, 
FS105, CEL, 29, 70, 40, 70, 
FS107, CEL, 21, 47, 40, 60, 
FS108, CEL, 54, 81, 35, 76, 
FS101, CIV, 80, 80, 40, 88, 
